0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,4,5,6,7,8,9
original_shape_Flatness,0.1673600098142969,0.16394169984874782,0.16091265564293683,0.18325961941169483,0.15027988025569017,0.15412785836488369,0.18440419862855423,0.14211514327757252,0.23012807694114373,0.16089032539980797,0.1395394312897239,0.1743329310261987,0.1429737085059766,0.12830457647672439,0.20131596134355365,0.16026456205422082,0.17783245192939498,0.14263388312486164,0.1982692955486896,0.14456218593401754,0.17174437254905076,0.1857392146123065,0.15106822400101413,0.17340951798607843,0.18470827236470322,0.1426847406316967,0.15513883309435733,0.17918658468632068,0.28874463384272153,0.18701325433908897,0.17385604924229678
original_shape_LeastAxisLength,5.547546428289011,5.619762527907149,5.627856352970572,5.651316771882476,5.618719294546148,5.645571328346177,5.603603282805384,5.648530326737644,5.496389061599371,5.660904608525774,5.635015686405573,5.652253937646231,5.641982859105951,5.65272313080038,5.636501792247304,5.645466510529077,5.64194517968499,5.637532838419763,5.630405212261708,5.653885624481905,5.6376097992429175,5.623911776007389,5.5899534320652675,5.65685424949237,5.6385300248733925,5.525703921362835,5.6392958968989335,5.623699223109241,5.5782859816865,5.603655589411425,5.636671633536915
original_shape_MajorAxisLength,33.14738350245428,34.27903049127786,34.97460364745154,30.83776333283072,37.388366859131835,36.629142766525696,30.387612237033355,39.746153692468965,23.884043766659104,35.184866426608224,40.382962968407575,32.422181537215195,39.4616808786918,44.05706550791534,27.99828565320954,35.2259191811793,31.726184498232175,39.52449947313479,28.397766768072426,39.110404895665496,32.82558674598085,30.27853750618135,37.002840729945575,32.62135963002048,30.526678381465313,38.726663390207875,36.349995577632356,31.384599650436673,19.319098358465002,29.963948861351724,32.42148696063658
original_shape_Maximum2DDiameterColumn,37.21558813185679,37.21558813185679,37.21558813185679,31.25699921617557,38.118237105091836,37.12142238654117,33.24154027718932,41.19465984809196,28.284271247461902,36.124783736376884,43.18564576337837,33.24154027718932,41.19465984809196,45.17742799230607,29.274562336608895,36.22154055254967,33.06055050963308,42.190046219457976,30.265491900843113,40.19950248448356,34.23448553724738,32.2490309931942,40.19950248448356,33.24154027718932,32.2490309931942,42.190046219457976,38.2099463490856,33.24154027718932,21.37755832643195,32.2490309931942,34.23448553724738
original_shape_Maximum2DDiameterRow,34.23448553724738,36.22154055254967,36.22154055254967,32.2490309931942,40.19950248448356,38.2099463490856,32.2490309931942,40.19950248448356,23.345235059857504,35.22782990761707,42.1070065428546,34.23448553724738,41.012193308819754,45.17742799230607,28.284271247461902,35.22782990761707,33.24154027718932,41.19465984809196,29.274562336608895,40.11234224026316,34.132096331752024,32.2490309931942,39.20459156782532,32.2490309931942,32.14031735997639,40.19950248448356,37.21558813185679,33.13608305156178,20.396078054371138,31.144823004794873,34.23448553724738
original_shape_Maximum2DDiameterSlice,34.132096331752024,36.124783736376884,36.87817782917155,31.622776601683793,38.3275357934736,38.07886552931954,31.064449134018133,41.23105625617661,24.515301344262525,36.345563690772494,41.23105625617661,33.37663853655727,41.23105625617661,45.0,28.861739379323623,36.138621999185304,32.7566787083184,41.10960958218893,29.274562336608895,40.162171256046406,34.20526275297414,31.144823004794873,38.600518131237564,33.37663853655727,31.400636936215164,40.8166632639171,37.33630940518894,32.31098884280702,20.09975124224178,31.064449134018133,33.421549934136806
original_shape_Maximum3DDiameter,38.06573262134856,38.22302970723278,38.535697735995385,32.63433774416144,41.19465984809196,39.06404996924922,33.77869150810907,42.16633728461603,28.442925306655784,36.701498607005135,43.60045871318328,34.46737587922817,42.30839160261236,46.34652090502587,30.099833886584822,37.21558813185679,34.07345007480164,42.76680956068619,30.854497241083024,41.12177038990418,35.05709628591621,33.04542328371661,42.07136793592526,33.61547262794322,32.802438933713454,43.86342439892262,38.600518131237564,33.77869150810907,21.95449840010015,33.2264954516723,35.156791662493895
original_shape_MeshVolume,4098.208333333333,4408.041666666667,4702.375,3625.25,5398.625,5171.083333333333,3488.7083333333335,6036.25,2050.6666666666665,4781.208333333333,6255.083333333333,4058.875,6021.583333333333,7479.833333333333,2982.75,4797.833333333333,3854.125,6014.041666666667,3095.0833333333335,5896.416666666667,4149.833333333333,3501.4166666666665,5161.083333333333,4052.0833333333335,3584.2083333333335,5571.75,5050.291666666667,3734.25,1380.5,3360.6666666666665,4041.4166666666665
original_shape_MinorAxisLength,32.58454171580625,33.70274062757839,34.81531518258646,30.479475872725533,37.23714274326421,36.41823089905171,29.956945268604976,39.467300310006685,23.011013699826012,34.97202210830077,40.04363663581933,32.30482634302221,39.28135436109115,43.76637826633159,27.658348678910883,35.05192715616861,31.52767792678917,39.310046472694665,28.333275061417577,38.86816212287304,32.62562396461393,29.959825049339628,36.45055272958404,32.082521293762035,30.5013624543698,37.93429097041426,36.23658811563326,31.03175576087827,19.034960358169684,29.473847735628382,32.38391977025265
original_shape_Sphericity,0.531674312844981,0.4974821762244139,0.5209377258916993,0.5568278025903286,0.5157550823168604,0.5090548244579407,0.5623369474430665,0.4849837177585306,0.5987708680229693,0.5416184823193267,0.500984622501465,0.5546620525627818,0.4965330189073117,0.4744905695166222,0.5812042356661198,0.5297739458136848,0.5503929838164626,0.5002922898805723,0.5761145253968158,0.5027035320631275,0.5446978085931462,0.563082164523713,0.5002885155041681,0.5456254071058264,0.5647831766970991,0.4834211665724139,0.5241214659531918,0.5570128655285825,0.6555291491971326,0.5441278701375865,0.5404691128640677
original_shape_SurfaceArea,2329.348489733275,2613.3869995584573,2605.612453136687,2049.534281941643,2885.5551726453823,2840.7995542586427,1978.1715299870748,3305.7381137459915,1303.6274902152188,2534.053387910137,3277.040400326837,2218.500109486535,3223.6146780197423,3898.0836381551308,1724.1164283526625,2596.711094434163,2159.874080314268,3196.7200355476443,1782.7489821078989,3139.7685229953877,2292.708985190401,1980.348161512907,2886.849690089487,2252.7264153392935,2005.3854956166103,3144.0265894085505,2716.0003257687476,2089.7186785201916,914.6390169788408,1994.03807096219,2270.225497152754
original_shape_SurfaceVolumeRatio,0.5683821563650641,0.5928680346469329,0.554105628142521,0.5653497777923295,0.5344981680789798,0.5493625554139803,0.5670211840543873,0.547647647752494,0.6357091142141835,0.5300027129634532,0.5239003584274395,0.5465800522279043,0.5353433639579417,0.5211457882067512,0.5780291436937934,0.5412257813111814,0.5604058198201325,0.5315427149874492,0.575993855450709,0.5324875599014183,0.552482184470959,0.5655848332378534,0.5593495597028054,0.55594276573926,0.5595058403738464,0.564279910155436,0.5377907861629274,0.5596086706889447,0.6625418449683743,0.5933459842180688,0.5617400244516785
original_shape_VoxelVolume,4149.0,4447.0,4733.0,3647.0,5425.0,5184.0,3524.0,6116.0,2086.0,4810.0,6301.0,4082.0,6046.0,7496.0,3017.0,4811.0,3900.0,6054.0,3119.0,5926.0,4179.0,3531.0,5199.0,4075.0,3633.0,5604.0,5137.0,3793.0,1414.0,3404.0,4089.0
original_firstorder_10Percentile,-53.19999999999999,-57.0,-65.0,-37.0,-37.0,-53.0,-47.0,-27.0,-92.0,-79.0,-159.0,-37.0,-46.0,-31.0,-46.0,-67.0,-21.0,-43.0,-31.0,-23.0,-45.0,-44.0,-64.0,-31.0,-71.0,-112.0,-30.0,-26.0,-17.0,-45.69999999999999,-29.0
original_firstorder_90Percentile,136.0,152.0,140.0,122.0,118.0,127.0,109.0,126.0,170.0,134.0,222.0,133.0,123.0,123.0,126.0,137.0,101.0,113.0,120.0,118.0,109.0,115.0,168.0,114.0,159.0,197.0,118.0,104.0,114.70000000000005,123.0,119.0
original_firstorder_Energy,30079290.0,40258756.0,36910263.0,20596128.0,29109320.0,32886844.0,16326484.0,37052433.0,25489368.0,36944887.0,146445045.0,28032902.0,34863014.0,50316646.0,19081179.0,39962859.0,14780781.0,30476237.0,16909270.0,31484229.0,19286213.0,18130332.0,55911522.0,19862250.0,36148708.0,91433895.0,27266670.0,16256983.0,7228127.0,19585912.0,22363293.0
original_firstorder_Entropy,3.62700355498008,3.7696671551792655,3.7305925352935367,3.3627682067046467,3.3290403798727115,3.5608201234519856,3.3282028160127726,3.3205482926598973,4.086498937463743,3.776283142976573,4.610234452211904,3.457490419511962,3.450003903512663,3.3467768185413327,3.4938058180345126,3.7334932668156853,2.984473637294694,3.3478834318957404,3.2640998599061373,3.2136976551021297,3.3253146878420923,3.3658222234013513,3.893145074206622,3.224199078193532,3.8853662592618567,4.311338885892175,3.2650776609807757,3.1017372464228434,3.1045527698625497,3.4507525832093413,3.2821841448949054
original_firstorder_InterquartileRange,99.0,112.0,108.0,84.0,82.0,94.0,80.25,80.0,142.0,112.0,200.0,89.0,89.75,80.0,94.0,105.0,63.0,81.0,77.5,75.0,80.0,84.0,120.0,76.0,121.0,162.25,79.0,70.0,71.0,88.0,75.0
original_firstorder_Kurtosis,3.1748929736113447,3.085241316213755,3.046415661656636,3.0077225891961685,2.9775732600487497,3.14564286426789,3.0889816568316406,3.0132101994819736,2.9489287686783205,2.940929710728735,4.365891913723639,2.907403226887049,2.9640804592310794,44.648174467194174,2.979872737129079,14.350569718811718,3.039135150055672,3.1273835541702466,2.9756301883882954,2.9491542855459656,2.9658096892634114,3.056557440649004,2.9115592025744057,2.939485421015924,2.9265873874610886,3.0776659460775373,3.0080914675861137,3.132493754305021,2.828202959579617,3.0781661924753547,3.1626474719927256
original_firstorder_Maximum,300.0,448.0,399.0,247.0,258.0,305.0,246.0,245.0,362.0,351.0,1485.0,264.0,278.0,1402.0,278.0,1203.0,238.0,240.0,237.0,248.0,223.0,289.0,429.0,232.0,312.0,490.0,246.0,223.0,212.0,304.0,259.0
original_firstorder_MeanAbsoluteDeviation,58.960833674476085,65.74996471699338,64.04825793729995,49.75535977337579,48.06789607764021,56.328251368169866,47.896687671758826,47.81213858213626,82.58211112020142,66.21883307904096,117.676610053835,52.95427782396204,52.57551144172109,48.92515766502006,54.61357818895885,63.875417836411316,37.410420512820515,48.74060610108626,45.97875179080609,44.37283687472299,47.95205428113688,49.24464088394245,71.94109147227145,44.89585342316233,71.67493089654586,95.66324394322193,46.05207480500511,41.04448305532365,41.7040206142255,52.24660142695191,46.365384381899894
original_firstorder_Mean,41.071583514099785,47.46300876995728,37.343545320092964,42.061968741431315,41.68921658986175,35.8275462962963,31.211691259931897,49.394538914323086,39.14189837008629,28.68960498960499,31.333915251547374,49.73297403233709,38.05722791928548,46.784418356456776,41.38846536294332,34.395136146331325,39.53,35.51684836471754,45.559474190445655,47.066992912588596,31.51926298157454,35.877088643443784,51.73918061165609,41.488588957055214,43.96696944673823,43.47269807280514,44.254233988709366,40.1431584497759,49.25106082036775,37.9048178613396,45.13988750305698
original_firstorder_Median,42.0,47.0,37.0,42.0,42.0,35.0,31.0,49.0,39.0,29.0,32.0,51.0,39.0,46.0,41.0,33.0,40.0,36.0,46.0,46.0,31.0,36.0,54.0,42.0,44.0,44.0,44.0,40.0,50.0,37.0,45.0
original_firstorder_Minimum,-247.0,-219.0,-258.0,-225.0,-174.0,-235.0,-212.0,-161.0,-366.0,-278.0,-461.0,-184.0,-217.0,-198.0,-196.0,-357.0,-108.0,-202.0,-170.0,-147.0,-171.0,-169.0,-259.0,-159.0,-250.0,-417.0,-170.0,-147.0,-130.0,-208.0,-162.0
original_firstorder_Range,547.0,667.0,657.0,472.0,432.0,540.0,458.0,406.0,728.0,629.0,1946.0,448.0,495.0,1600.0,474.0,1560.0,346.0,442.0,407.0,395.0,394.0,458.0,688.0,391.0,562.0,907.0,416.0,370.0,342.0,512.0,421.0
original_firstorder_RobustMeanAbsoluteDeviation,40.87497830290011,46.21307189542483,45.1821106433069,34.9942925897194,33.7903096313912,39.32182019835305,33.309549314746654,33.34585714285714,57.908334938113825,46.63149507369325,82.12204274621585,37.13003137266704,37.171960704716234,33.49140257893255,38.95348719861495,43.824983979348126,25.987776244558297,34.159117130691655,32.31589146703754,31.11081313364704,33.48686424891766,34.42765217021808,50.54452268705084,31.647748399399816,50.43797911489495,67.1402537574898,32.342485364908796,28.608871408708154,29.47304249022962,36.588469432446246,32.272046878453985
original_firstorder_RootMeanSquared,85.14557310244804,95.14733110600348,88.30907131720288,75.14929478523301,73.25143870183985,79.6486836591916,68.06571072253232,77.83494573119722,110.54074358502307,87.64045691431377,152.45181567369409,82.8700363227698,75.93611840705145,81.92964124943714,79.52706370445078,91.14033003498444,61.56251981647475,70.95115388207965,73.62999009131012,72.88962362733528,67.93401673195221,71.65624063841129,103.70286351277936,69.81526895415575,99.75018065723272,127.73342196854523,72.85531967952913,65.46792171787244,71.49705981036969,75.85376183478863,73.95360029323537
original_firstorder_Skewness,-0.0007532070587257604,0.04865347425730338,0.004656592837796327,0.03464711657122743,-0.06371333102755333,-0.052430750459328684,-0.03847221975323866,-0.022211273799099075,0.0263609286407455,-0.03717117141532786,0.1891390373647221,-0.06508022412718005,0.006343043017913107,2.619177940447206,0.0025911640432899766,1.0663586565122025,0.04489740802083292,-0.13614234008103215,-0.05380971366468594,0.06074326494091211,-0.029843329806820935,-0.027204986239893373,-0.00947686203820096,-0.015786496953537656,-0.04352684456600979,-0.02160374892042099,0.007028891819278198,0.011097437831785647,-0.011281701549022706,0.08419288900590113,-0.022378804474601593
original_firstorder_TotalEnergy,30079290.0,40258756.0,36910263.0,20596128.0,29109320.0,32886844.0,16326484.0,37052433.0,25489368.0,36944887.0,146445045.0,28032902.0,34863014.0,50316646.0,19081179.0,39962859.0,14780781.0,30476237.0,16909270.0,31484229.0,19286213.0,18130332.0,55911522.0,19862250.0,36148708.0,91433895.0,27266670.0,16256983.0,7228127.0,19585912.0,22363293.0
original_firstorder_Uniformity,0.09558451188062693,0.08553839693738953,0.08760259286865144,0.11311895568090152,0.11582944636751683,0.09937710464772903,0.11657745622364434,0.11733737452632578,0.06844378217932819,0.08459368692216926,0.04798388397777767,0.10556221179682265,0.10662219269643942,0.11717853933339328,0.10289906198320004,0.08958031594695195,0.14844694280078893,0.11500634799959707,0.12196210568472292,0.12554313413640547,0.1160500596625947,0.1133042523953997,0.07800348218236738,0.12450955624976476,0.07850847913758707,0.05885536791554519,0.12147315397698163,0.13613356197733084,0.13364536089899146,0.10696270786701483,0.12116462751229505
original_firstorder_Variance,5562.89364658865,6800.277415098418,6403.951699832988,3878.2072923127057,3627.782492012997,5060.29973502872,3658.771304858142,3618.4583024198396,10687.167784315652,6857.7562536901205,22259.74185721485,4394.074214036073,4317.941481829295,4523.684314309503,4611.548796352215,7123.534368361216,2227.3229461538463,3772.619719436207,3345.7097523365414,3097.5954107009293,3621.5666904355076,3847.451332900384,8077.341090384576,3152.8687654936202,8017.004138820151,14425.951610065156,3349.460379678946,2674.5756037336596,2686.1625695960183,4317.017967387507,3431.525552542981
original_glcm_Autocorrelation,148.44166474936372,130.12927180540234,170.3489337429239,125.68233187919434,84.8897628009722,142.5887904153449,116.09551128924657,90.35476124284756,292.5938962692712,186.40083030143177,430.3909713153354,110.55611910942679,122.31210323768855,108.59774173706742,103.279150351585,284.56359242545903,50.3777728879021,119.45534591101608,87.44755295096813,70.30616873672929,77.08063527169156,79.62494331488958,185.77696077572494,84.6059890365548,150.80337004768847,370.16334309901293,86.13043873616537,66.13774098986734,72.24183662891062,121.46683400107719,86.71964914419951
original_glcm_ClusterProminence,1197.6102243065577,1356.4883813141937,1465.298191756401,501.0002837592056,497.5801976066047,796.6281262152518,432.0117232005731,467.48753681081746,3213.2925565222736,1370.0341625816784,18918.561118411224,604.0485909580866,714.9611403198371,9749.118004626558,653.1707514426236,3334.8038861121536,181.86165609333636,481.8901223051844,386.5556840994208,378.44352949126784,417.3027259673173,453.5100418700324,2375.390392967319,320.9071907430129,2032.0493786545912,6254.478689904863,366.70988077332754,234.05449024059814,228.59478245706654,548.5716639340561,382.24160851543644
original_glcm_ClusterShade,0.881702153690842,3.2066137739116134,-1.0074975048313919,1.0792097745472289,-2.1075148475995955,-2.669407324565147,-1.2066512727630012,-1.7289065676290536,-1.948852410697411,-2.213558841946976,59.876459363310076,-3.3175362720612918,1.134012524877809,146.37253054776994,0.6239240333854027,45.82709410772,0.36568660796851354,-4.017915283723104,-2.1180900664256774,2.9205944660057668,-0.5592213813000313,-0.5717808864416858,-1.5597513578242959,0.2813694933322824,-6.358029582502258,-3.7051785735892158,0.3853567692005771,0.40620018718996387,0.12529476689127583,3.2462859571049276,-0.6134249014011876
original_glcm_ClusterTendency,19.181614232657886,20.844442823247995,21.97588895830467,12.716711989063533,12.758988676182652,15.971640477612475,11.718309378341027,12.3218830467857,32.21184266135985,21.113522322596495,72.063362440967,14.091806182581157,15.327796578541115,15.305961744509746,14.63552967136482,20.493014208758925,7.687762843645356,12.248755889790877,11.202006898773332,11.172553392397763,11.760935301944984,12.073707719247693,28.186919241593632,10.220754788694599,25.83971665145943,44.28200950417928,10.98108483657786,8.731361312405529,8.715558931217801,13.386188124411019,10.938808479761848
original_glcm_Contrast,17.284134250244993,22.42497792317691,18.992067937716662,12.12881187710861,10.706300805973742,16.46396580867758,11.884934940809408,10.697977237135763,35.93434951443437,23.205769227760868,70.95512458086849,14.0706163449896,12.901661949591764,11.88685463925764,15.35125488514702,21.4565142177458,7.017859040410726,12.189851435812052,10.653516095241493,8.7426284316099,12.046872448591536,12.81924212767413,24.288425152455332,10.16281443160446,25.4719017463409,47.99074880801892,10.782958432315166,8.760327344611174,8.90616006429722,14.702843419236931,11.458383947843165
original_glcm_Correlation,0.05213238412215583,-0.03599852237063626,0.07277711029942302,0.023539458550168393,0.08721354415931915,-0.015068572493420362,-0.0071306744769994304,0.07024961568750418,-0.054086106564372766,-0.047332900142257696,0.007760712892388026,0.0008285542658278497,0.08608869341345711,0.1219649265530783,-0.0239589972403006,-0.023026995564317507,0.04551804937411445,0.002243770225259328,0.02514389209947966,0.12173007010294677,-0.012075866085582119,-0.03004490109906014,0.07455543844145165,0.0030172843066793987,0.007322937654127833,-0.03974813416861094,0.009026714667718323,-0.0014843772042460685,-0.01058170796487437,-0.047304092170404655,-0.023271800797391603
original_glcm_DifferenceAverage,3.2677713500362557,3.7442044234419445,3.4531161833267285,2.7507811854393447,2.5736075854217857,3.202141613184,2.705603026853976,2.583038895641803,4.76283392892726,3.8202542701968594,6.654354063362795,2.976414715076781,2.8305517372205222,2.593829854197946,3.1061824517635603,3.6065379264799824,2.0808502435278644,2.7331642207772617,2.5850087603939493,2.3314937356144294,2.7492306162450104,2.8303727136170163,3.9004839717570707,2.5142168274901575,4.010381358431913,5.473656822915775,2.5889320152868933,2.328240753073488,2.343530903346245,3.0442880959757437,2.6656269333769385
original_glcm_DifferenceEntropy,3.184834227979608,3.3639837405692097,3.249557334648555,2.9505943191526645,2.866072691752613,3.157281678028334,2.9383342615009047,2.8684023036370765,3.6800870100096508,3.385210628058467,4.14415249149542,3.04811121090551,2.9916040993160036,2.883281355045836,3.1123630798577224,3.321018747619409,2.5960296085126724,2.952139421107196,2.8639870621620127,2.73113906382255,2.948662804853704,2.9890577855404965,3.409266663475841,2.835216103700229,3.447987219760692,3.8736803575577072,2.8764960517728153,2.740403335064436,2.7458155472804786,3.077999704158799,2.9119357810401656
original_glcm_DifferenceVariance,6.512903982997985,8.328781474370924,6.974375290009378,4.522950237203658,4.0248683587192895,6.155578964602279,4.509176833135451,3.989614688885467,13.101348100935825,8.510997086075491,26.096282485543856,5.154369430075742,4.822767509145286,5.121967077605758,5.672942707443483,8.397091187957223,2.6638204523136366,4.647052322781223,3.943944077815974,3.2559305535215284,4.451121141518702,4.761385925410599,8.892666302417437,3.8041631581136715,9.292145415938565,17.665585583547003,4.042501081325276,3.3097231902908155,3.3719303979949133,5.399329400851359,4.30255938501207
original_glcm_Id,0.3500139809840389,0.3232893323610177,0.33781311036451633,0.38120126677150207,0.3963562633120866,0.35276560612890767,0.3875333953015672,0.3939968370655646,0.2805474309774672,0.3185783086230032,0.23043122074041691,0.36555101548207064,0.3770954374286649,0.39790831434137386,0.35793717619392307,0.33180459897295156,0.44095882295206407,0.38600460609993614,0.3925462404206937,0.41562349019132583,0.3815736365420991,0.37616134609676877,0.31614824740052405,0.40061959433927474,0.30929747563552584,0.25859722187695466,0.3950055106286975,0.41729493387545996,0.4169358317391332,0.35948139391011735,0.3886731858308713
original_glcm_Idm,0.2580925579223989,0.22906730758796,0.24434308381521955,0.2927447627017413,0.31042820158313683,0.2610817792175373,0.30015841948848376,0.3076527413339554,0.1856311815066674,0.22383027712713352,0.13986320672353453,0.2748983703897817,0.28805583569465915,0.3126126925679732,0.26631080482775904,0.23839400048578702,0.36336852420689536,0.2987025455688724,0.3055171304848419,0.3330545145831657,0.29278546734813576,0.28683838535488354,0.22201691879124083,0.3152053999934595,0.21427971494057713,0.16506555586150592,0.3087165014840994,0.334855525057471,0.3345505293003204,0.26771309936547155,0.30161901119014956
original_glcm_Idmn,0.970254973790725,0.9717976206204604,0.9757857809031059,0.96939004687737,0.9698880862301869,0.9714946041695617,0.9700329217605377,0.9665335717871392,0.9641285667376575,0.9708560583372587,0.9890229450996065,0.9648465163209786,0.9730806297627901,0.9972815130971195,0.9653990513059422,0.9948856711978459,0.9713868796306411,0.9693897764332454,0.9666340437887311,0.9688948131618851,0.9583927178609629,0.9677876616833316,0.9733612534702607,0.9680659001700318,0.9575720187051543,0.9682812129305884,0.9663036475666319,0.9649805795056557,0.964458452528278,0.9720589470855259,0.9679624947749523
original_glcm_Idn,0.8833743027101774,0.8854936257303563,0.8929501855746265,0.8813959677842356,0.8827788018186885,0.8851955757147904,0.8832377255149686,0.8766097006856104,0.8717949996895069,0.8834616956414849,0.925488371317415,0.8732985231689981,0.8883099441475557,0.9626134701132341,0.8741995120365077,0.9483036019519351,0.8857808705258153,0.8823311517949688,0.8764152680694324,0.8808644323386781,0.8635305311575276,0.8785453571276634,0.8883585772125409,0.8793792399896518,0.8616909913063626,0.8791746724949043,0.8764534763860431,0.8746311973145359,0.8740396347633392,0.8855768045859228,0.8792767951009919
original_glcm_Imc1,-0.01798836150339078,-0.017260670692738487,-0.01786138522404403,-0.012960124359472332,-0.01391892223482884,-0.013795842490969776,-0.015969263149058752,-0.0106923212675249,-0.03556340369372005,-0.01779321188881233,-0.028788591890472406,-0.014133919046498774,-0.013889156845579419,-0.015482688976534521,-0.016573543640046158,-0.018281157429833526,-0.011278473045978997,-0.014898076631808045,-0.0134314706959886,-0.014330654389868414,-0.01185598632429213,-0.015148986444988919,-0.01960989968102999,-0.012124821815621497,-0.01874320506921878,-0.026177942755158,-0.010782674402632586,-0.011673894922931796,-0.02332810260022448,-0.016918983956030805,-0.015043165568956409
original_glcm_Imc2,0.33598761132681515,0.3453458603852679,0.3449690986959629,0.28198197902835925,0.26605250080201537,0.2969256265684591,0.3084170433197683,0.2445808736077164,0.5004658468616966,0.34793603964701325,0.475385066066058,0.295375602605671,0.28440995516725914,0.2995827164117328,0.32856313454222713,0.34907456973549955,0.2453879031885654,0.28494058359231766,0.2858954908503914,0.25848121932819385,0.2684656951620496,0.30495372373860125,0.35146150554696765,0.2659084376211735,0.3645642130889607,0.4418994105995587,0.24746783344526768,0.25564500961160486,0.3644662082368073,0.3251528736809348,0.29689381653707475
original_glcm_InverseVariance,0.26519114893506807,0.23615046932788702,0.2506844728456983,0.3022787860622143,0.31689410264199414,0.2695656696770093,0.30411270571738847,0.31716697186726495,0.19214075949445267,0.23121467463545858,0.14555941484925936,0.28290766968521097,0.2940685451164095,0.3186827267409739,0.2719881550040845,0.24560830732426212,0.363864484643999,0.3039007111135267,0.31500700633089385,0.33977302860010405,0.2984483456861907,0.2935557984184574,0.23047689843018448,0.3207922639894235,0.22292966229186714,0.17388120593681083,0.31414906853763624,0.3376234836927395,0.3360547815870956,0.27802232115711834,0.3102939121268819
original_glcm_JointAverage,12.164178185563287,11.42472614972693,13.023167031686684,11.20425345840398,9.185669303063827,11.946206488900678,10.776692451637608,9.484131719417398,17.132544479792998,13.672009248289713,20.739182882956552,10.514312986642114,11.032022784515132,10.379928175303352,10.171431323426493,16.876145299543207,7.085916467493904,10.928888276234375,9.344002704070686,8.348561486695438,8.783626786780273,8.933710772621511,13.594193769533984,9.197349652364279,12.276453316008839,19.263709464363245,9.277977731120844,8.13295545596874,8.50230838072019,11.036121522193225,9.319308466347245
original_glcm_JointEnergy,0.009330809366870089,0.00765057079832325,0.00798747697127154,0.013163418262080926,0.013973423608825182,0.010193526190397418,0.014024069018282147,0.014200937767978263,0.0050871728350034345,0.00735958731785309,0.0024246808519448435,0.011454797684888659,0.011561051521570446,0.014382646128806569,0.010829804622204774,0.008408580391681872,0.02243807636925127,0.013578282421584324,0.015051454280496897,0.016459993257384755,0.013622325832041633,0.013207736850522869,0.006255188298094401,0.01594869771315495,0.006397510639262077,0.003678659439561971,0.014983515452341466,0.01868927113534289,0.018573274534686962,0.011636354291317976,0.014934564487903508
original_glcm_JointEntropy,7.205409825847328,7.4560726770844985,7.3776879701281155,6.678053540092559,6.594801339246816,7.058777402899839,6.592408156783047,6.579900017877,8.017156576400517,7.48928401509268,9.100863030617049,6.852600768322497,6.86388165946382,6.598224271600874,6.930043607501231,7.350515833661096,5.931662261992022,6.648302467034919,6.491725040465678,6.3581086444697155,6.623478064838784,6.674733578586019,7.722460732515912,6.400931526676437,7.691568338124416,8.500984039359235,6.498247634666981,6.179459554957223,6.147379227857915,6.839587997915066,6.524147363575546
original_glcm_MCC,0.19972237274603183,0.16823253150930878,0.1766595783020085,0.14350690848741007,0.15083422089014428,0.14909664213278598,0.1749043897442812,0.13795539132340004,0.2485539815048029,0.18282529032683564,0.3191122422108767,0.15260177480305545,0.1658040838813921,0.5524294272655996,0.16272011531912364,0.5711773073549224,0.14611906925389892,0.16803204354636236,0.14131065830117656,0.1600158398939634,0.14334145772438378,0.16111312833844918,0.1702477270546203,0.15383976028710616,0.17329818114334594,0.2385217511592459,0.14046920821598707,0.13737619552264377,0.22236537984503946,0.15699951936381998,0.16477967751620037
original_glcm_MaximumProbability,0.02027870698156021,0.01618174913982324,0.016906720611390296,0.02688440641673736,0.030613030506739084,0.022767017177688493,0.030532287863115237,0.028982365818530306,0.012414648625976774,0.015278670111246976,0.006445073448002643,0.023173726827843875,0.023477140595618513,0.029054308670496895,0.02140018011661771,0.018521900751720794,0.04755208847914531,0.02817258270005992,0.03282027739394516,0.03398942305040972,0.027731608471725046,0.027310526945180005,0.013903794926605364,0.03263892002035889,0.013406290352644604,0.008205913393005589,0.034627019676769996,0.037729284354197236,0.03770885515752025,0.023425067624674868,0.030846780661400588
original_glcm_SumAverage,24.328356371126578,22.849452299453862,26.046334063373372,22.408506916807962,18.371338606127654,23.892412977801353,21.553384903275223,18.9682634388348,34.265088959585995,27.34401849657942,41.478365765913104,21.028625973284228,22.064045569030267,20.75985635060671,20.342862646852975,33.75229059908641,14.171832934987812,21.857776552468735,18.688005408141372,16.697122973390876,17.567253573560546,17.86742154524302,27.188387539067968,18.39469930472856,24.552906632017677,38.527418928726476,18.555955462241688,16.26591091193748,17.004616761440374,22.072243044386457,18.63861693269449
original_glcm_SumEntropy,4.16096277610615,4.222420144181038,4.260769893215171,3.8691380007451235,3.8725080263497023,4.031794916475183,3.8063734765482478,3.8486341871820056,4.52320162891657,4.228279290543599,5.1027112937445915,3.9404220298231603,4.00480872315301,3.878076693874216,3.9689750529427217,4.177200706509169,3.5073453429007113,3.8370807587195013,3.778821095005744,3.7772516854096474,3.8119409165155296,3.828294277104736,4.439614063097564,3.7122810979894445,4.375861859864792,4.755058037802361,3.764776980410736,3.5994467576166724,3.586589393442781,3.902488179299859,3.7566545307650805
